2022-07-22 01:24:25,557 [http-nio-10077-exec-3] INFO  com.wehgu.admin.config.security.chooser.solver.MiniProgramInspectionSolver - 操作的unionid:oPGW658Hpy6qKJ7y_msJuUfdSqn8
2022-07-22 01:24:25,557 [http-nio-10077-exec-3] INFO  com.wehgu.admin.config.security.chooser.solver.MiniProgramInspectionSolver - 操作的appId:wxeb4f620b577ff31a
2022-07-22 01:24:25,558 [http-nio-10077-exec-3] INFO  com.wehgu.admin.config.security.chooser.solver.MiniProgramInspectionSolver - 登录的sessionId:777e43693878464e9379fd5f830f9c89
2022-07-22 01:24:26,529 [http-nio-10077-exec-4] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 请求头类型： application/json;charset=UTF-8
2022-07-22 01:24:26,529 [http-nio-10077-exec-4] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 请求路径： /carousel/getCarouselPage
2022-07-22 01:24:26,530 [http-nio-10077-exec-4] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - /carousel/getCarouselPage当前路径请求
2022-07-22 01:24:26,530 [http-nio-10077-exec-4] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 是否为开放接口：true
2022-07-22 01:24:26,542 [http-nio-10077-exec-5] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 请求头类型： application/json;charset=UTF-8
2022-07-22 01:24:26,543 [http-nio-10077-exec-5] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 请求路径： /post/getPostPage
2022-07-22 01:24:26,543 [http-nio-10077-exec-5] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - /post/getPostPage当前路径请求
2022-07-22 01:24:26,543 [http-nio-10077-exec-5] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - 是否为开放接口：true
2022-07-22 01:24:26,890 [http-nio-10077-exec-3] INFO  com.wehgu.admin.config.security.filter.MyAuthenticationFilter - `/wehgu/star/getStarPage`  耗时:1658424266890ms  返回的参数: {"code":200,"message":"获取点赞记录成功","data":{"records":[{"addTime":"2022-07-22 01:18:19","updateTime":null,"linkedUuid":"03871af236374431bff70870b09f30bf","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-07-22 01:18:19","updateTime":null,"linkedUuid":"b24f20b64e584976818c0938b2c4922e","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-07-22 01:18:19","updateTime":null,"linkedUuid":"e8572679b8e34ddb813dc268a61df91a","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 16:23:00","updateTime":null,"linkedUuid":"7ba5812aa23e47ffbee4b6945afcf51c","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":1,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 15:03:04","updateTime":"2022-07-22 01:18:19","linkedUuid":"7aa2e449a0414dc6bdb3bbdfbb67ab6d","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 02:58:03","updateTime":"2022-07-22 01:18:19","linkedUuid":"17f93b2ec6a24c65a4550cf445e7f054","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 02:58:03","updateTime":null,"linkedUuid":"4fa474c80d7443ddb99913a510239e97","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 02:58:03","updateTime":null,"linkedUuid":"ba634e009f824c88966d3745caf5ec4a","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-05-20 02:58:03","updateTime":null,"linkedUuid":"ff303e43ac6b434e8b59abfe2197dedc","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":1,"status":1,"content":null,"nickname":null},{"addTime":"2022-04-22 11:01:25","updateTime":null,"linkedUuid":"7e41a839ed5642e3a2ced32bcd1eee7e","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-04-22 10:42:01","updateTime":null,"linkedUuid":"66bde10fe597489793008d8e4ae42279","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-04-21 14:25:51","updateTime":null,"linkedUuid":"df1e3a6ff47e4ce5845a4e4dadaafbe6","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null},{"addTime":"2022-04-21 12:54:31","updateTime":"2022-07-22 01:18:19","linkedUuid":"4ec40e7a50f64cef9e1cd2d3dd5ef41e","userDetailUuid":"b539823a8c004c0e93f6475f4eb52a98","type":0,"status":1,"content":null,"nickname":null}],"total":13,"size":500,"current":1,"orders":[],"optimizeCountSql":true,"hitCount":false,"searchCount":true,"pages":1}}
